"Sujeito";"Predicado";"Objeto"
"/index.php/Amory_Lorch";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Amory_Lorch";"appearsIn";"A Clash of Kings (Appears)"
"/index.php/Amory_Lorch";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Amory_Lorch";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Amory_Lorch";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Amory_Lorch";"Played by";"Fintan McKeown"
"/index.php/Amory_Lorch";"appearsInSeason";"/index.php/Game_of_Thrones_-_Season_2"
"/index.php/Amory_Lorch";"appearsInSeason";"Season 2"
"/index.php/Amory_Lorch";"nameIs";"Amory Lorch"
"/index.php/Andar_Royce";"titlesIs";"/index.php/Knight"
"/index.php/Andar_Royce";"titlesIs";"Ser"
"/index.php/Andar_Royce";"hasAllegianceWith";"/index.php/House_Royce"
"/index.php/Andar_Royce";"hasAllegianceWith";"House Royce"
"/index.php/Andar_Royce";"bornIn";"/index.php/Runestone"
"/index.php/Andar_Royce";"bornIn";"At Runestone"
"/index.php/Andar_Royce";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Andar_Royce";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Andar_Royce";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Andar_Royce";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Andar_Royce";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Andar_Royce";"appearsIn";"A Game of Thrones (Appears)"
"/index.php/Andar_Royce";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Andar_Royce";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Andar_Royce";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Andar_Royce";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Andar_Royce";"nameIs";"Andar Royce"
"/index.php/Anders_Yronwood";"titlesIs";"/index.php/Warden_of_the_Stone_Way"
"/index.php/Anders_Yronwood";"titlesIs";"Lord of Yronwood"
"/index.php/Anders_Yronwood";"titlesIs";"The Bloodroyal"
"/index.php/Anders_Yronwood";"titlesIs";"Warden of the Stone Way"
"/index.php/Anders_Yronwood";"hasAllegianceWith";"/index.php/House_Yronwood"
"/index.php/Anders_Yronwood";"hasAllegianceWith";"House Yronwood"
"/index.php/Anders_Yronwood";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Anders_Yronwood";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Anders_Yronwood";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Anders_Yronwood";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Anders_Yronwood";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Anders_Yronwood";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Anders_Yronwood";"nameIs";"Anders Yronwood"
"/index.php/Andrew_Estermont";"titlesIs";"/index.php/Knight"
"/index.php/Andrew_Estermont";"titlesIs";"Ser"
"/index.php/Andrew_Estermont";"hasAllegianceWith";"/index.php/House_Estermont"
"/index.php/Andrew_Estermont";"hasAllegianceWith";"/index.php/King%27s_men"
"/index.php/Andrew_Estermont";"hasAllegianceWith";"House Estermont"
"/index.php/Andrew_Estermont";"hasAllegianceWith";"King's men"
"/index.php/Andrew_Estermont";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Andrew_Estermont";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Andrew_Estermont";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Andrew_Estermont";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Andrew_Estermont";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Andrew_Estermont";"appearsIn";"A Storm of Swords (Appears)"
"/index.php/Andrew_Estermont";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Andrew_Estermont";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Andrew_Estermont";"nameIs";"Andrew Estermont"
"/index.php/Andrey_Charlton";"titlesIs";"Ser"
"/index.php/Andrey_Charlton";"hasAllegianceWith";"/index.php/House_Charlton"
"/index.php/Andrey_Charlton";"hasAllegianceWith";"House Charlton"
"/index.php/Andrey_Charlton";"diedIn";"/index.php/The_Riverlands"
"/index.php/Andrey_Charlton";"diedIn";"In 299AC, at the Riverlands"
"/index.php/Andrey_Charlton";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Andrey_Charlton";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Andrey_Charlton";"nameIs";"Andrey Charlton"
"/index.php/Andrey_Dalt";"hasAlias";"Drey"
"/index.php/Andrey_Dalt";"titlesIs";"/index.php/Knight"
"/index.php/Andrey_Dalt";"titlesIs";"Ser"
"/index.php/Andrey_Dalt";"hasAllegianceWith";"/index.php/House_Dalt"
"/index.php/Andrey_Dalt";"hasAllegianceWith";"House Dalt"
"/index.php/Andrey_Dalt";"Culture";"/index.php/Dornish"
"/index.php/Andrey_Dalt";"Culture";"Dornish"
"/index.php/Andrey_Dalt";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Andrey_Dalt";"appearsIn";"A Feast for Crows (Appears)"
"/index.php/Andrey_Dalt";"nameIs";"Andrey Dalt"
"/index.php/Andrik";"hasAlias";"Andrik the Unsmiling"
"/index.php/Andrik";"titlesIs";"Lord of Southshield"
"/index.php/Andrik";"hasAllegianceWith";"/index.php/House_Drumm"
"/index.php/Andrik";"hasAllegianceWith";"House Drumm"
"/index.php/Andrik";"Culture";"/index.php/Ironborn"
"/index.php/Andrik";"Culture";"Ironborn"
"/index.php/Andrik";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Andrik";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Andrik";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Andrik";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Andrik";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Andrik";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Andrik";"appearsIn";"A Feast for Crows (Appears)"
"/index.php/Andrik";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Andrik";"nameIs";"Andrik"
"/index.php/Andros_Brax";"titlesIs";"/index.php/Hornvale"
"/index.php/Andros_Brax";"titlesIs";"Lord of Hornvale"
"/index.php/Andros_Brax";"hasAllegianceWith";"/index.php/House_Brax"
"/index.php/Andros_Brax";"hasAllegianceWith";"House Brax"
"/index.php/Andros_Brax";"diedIn";"/index.php/Battle_of_the_Camps"
"/index.php/Andros_Brax";"diedIn";"In 298AC, at Riverrun"
"/index.php/Andros_Brax";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Andros_Brax";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Andros_Brax";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Andros_Brax";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Andros_Brax";"nameIs";"Andros Brax"
"/index.php/Androw_Ashford";"titlesIs";"/index.php/Knight"
"/index.php/Androw_Ashford";"titlesIs";"Ser"
"/index.php/Androw_Ashford";"hasAllegianceWith";"/index.php/House_Ashford"
"/index.php/Androw_Ashford";"hasAllegianceWith";"House Ashford"
"/index.php/Androw_Ashford";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Androw_Ashford";"appearsIn";"The Hedge Knight (Appears)"
"/index.php/Androw_Ashford";"nameIs";"Androw Ashford"
"/index.php/Androw_Frey";"hasAllegianceWith";"/index.php/House_Frey"
"/index.php/Androw_Frey";"hasAllegianceWith";"House Frey"
"/index.php/Androw_Frey";"bornIn";"In 295AC or 296AC"
"/index.php/Androw_Frey";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Androw_Frey";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Androw_Frey";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Androw_Frey";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Androw_Frey";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Androw_Frey";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Androw_Frey";"nameIs";"Androw Frey"
"/index.php/Anguy";"hasAlias";"The Archer"
"/index.php/Anguy";"hasAllegianceWith";"/index.php/Brotherhood_without_banners"
"/index.php/Anguy";"hasAllegianceWith";"Brotherhood without banners"
"/index.php/Anguy";"bornIn";"/index.php/Dornish_Marches"
"/index.php/Anguy";"bornIn";"At Dornish Marches"
"/index.php/Anguy";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Anguy";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Anguy";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Anguy";"appearsIn";"A Game of Thrones (Appears)"
"/index.php/Anguy";"appearsIn";"A Storm of Swords (Appears)"
"/index.php/Anguy";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Anguy";"Played by";"Philip McGinley"
"/index.php/Anguy";"appearsInSeason";"/index.php/Game_of_Thrones_-_Season_3"
"/index.php/Anguy";"appearsInSeason";"Season 3"
"/index.php/Anguy";"nameIs";"Anguy"
"/index.php/Annara_Farring";"titlesIs";"Lady"
"/index.php/Annara_Farring";"hasAllegianceWith";"/index.php/House_Farring"
"/index.php/Annara_Farring";"hasAllegianceWith";"/index.php/House_Frey"
"/index.php/Annara_Farring";"hasAllegianceWith";"House Farring"
"/index.php/Annara_Farring";"hasAllegianceWith";"House Frey"
"/index.php/Annara_Farring";"spouse";"/index.php/Walder_Frey"
"/index.php/Annara_Farring";"spouse";"Lord Walder Frey"
"/index.php/Annara_Farring";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Annara_Farring";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Annara_Farring";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Annara_Farring";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Annara_Farring";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Annara_Farring";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Annara_Farring";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Annara_Farring";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Annara_Farring";"nameIs";"Annara Farring"
"/index.php/Antario_Jast";"titlesIs";"Lord"
"/index.php/Antario_Jast";"hasAllegianceWith";"/index.php/House_Jast"
"/index.php/Antario_Jast";"hasAllegianceWith";"House Jast"
"/index.php/Antario_Jast";"spouse";"/index.php/Lanna_Lannister"
"/index.php/Antario_Jast";"spouse";"Lady Lanna Lannister"
"/index.php/Antario_Jast";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Antario_Jast";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Antario_Jast";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Antario_Jast";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Antario_Jast";"appearsIn";"A Clash of Kings (Appears)"
"/index.php/Antario_Jast";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Antario_Jast";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Antario_Jast";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Antario_Jast";"nameIs";"Antario Jast"
"/index.php/Anvil_Ryn";"diedIn";"/index.php/The_Riverlands"
"/index.php/Anvil_Ryn";"diedIn";"At the Riverlands"
"/index.php/Anvil_Ryn";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Anvil_Ryn";"appearsIn";"A Storm of Swords"
"/index.php/Anvil_Ryn";"nameIs";"Anvil Ryn"
"/index.php/Anya_Waynwood";"titlesIs";"/index.php/Ironoaks"
"/index.php/Anya_Waynwood";"titlesIs";"Lady of Ironoaks"
"/index.php/Anya_Waynwood";"hasAllegianceWith";"/index.php/House_Waynwood"
"/index.php/Anya_Waynwood";"hasAllegianceWith";"/index.php/Lords_Declarant"
"/index.php/Anya_Waynwood";"hasAllegianceWith";"House Waynwood"
"/index.php/Anya_Waynwood";"hasAllegianceWith";"Lords Declarant"
"/index.php/Anya_Waynwood";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Anya_Waynwood";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Anya_Waynwood";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Anya_Waynwood";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Anya_Waynwood";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Anya_Waynwood";"appearsIn";"A Game of Thrones (Appears)"
"/index.php/Anya_Waynwood";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Anya_Waynwood";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Anya_Waynwood";"appearsIn";"A Feast for Crows (Appears)"
"/index.php/Anya_Waynwood";"appearsIn";"A Dance with Dragons (Mentioned)"
"/index.php/Anya_Waynwood";"Played by";"Paola Dionisotti"
"/index.php/Anya_Waynwood";"appearsInSeason";"/index.php/Game_of_Thrones_-_Season_4"
"/index.php/Anya_Waynwood";"appearsInSeason";"Season 4"
"/index.php/Anya_Waynwood";"nameIs";"Anya Waynwood"
"/index.php/Archibald_Yronwood";"hasAlias";"Big Man"
"/index.php/Archibald_Yronwood";"hasAlias";"Ser Greenguts"
"/index.php/Archibald_Yronwood";"titlesIs";"/index.php/Knight"
"/index.php/Archibald_Yronwood";"titlesIs";"Ser"
"/index.php/Archibald_Yronwood";"hasAllegianceWith";"/index.php/House_Yronwood"
"/index.php/Archibald_Yronwood";"hasAllegianceWith";"/index.php/Windblown"
"/index.php/Archibald_Yronwood";"hasAllegianceWith";"House Yronwood"
"/index.php/Archibald_Yronwood";"hasAllegianceWith";"Windblown"
"/index.php/Archibald_Yronwood";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Archibald_Yronwood";"appearsIn";"A Dance with Dragons (Appears)"
"/index.php/Archibald_Yronwood";"nameIs";"Archibald Yronwood"
"/index.php/Ardrian_Celtigar";"hasAlias";"the Red Crab"
"/index.php/Ardrian_Celtigar";"titlesIs";"/index.php/Claw_Isle"
"/index.php/Ardrian_Celtigar";"titlesIs";"Lord of Claw Isle"
"/index.php/Ardrian_Celtigar";"hasAllegianceWith";"/index.php/House_Celtigar"
"/index.php/Ardrian_Celtigar";"hasAllegianceWith";"House Celtigar"
"/index.php/Ardrian_Celtigar";"bornIn";"In 229AC or later"
"/index.php/Ardrian_Celtigar";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Ardrian_Celtigar";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Ardrian_Celtigar";"appearsIn";"A Clash of Kings (Appears)"
"/index.php/Ardrian_Celtigar";"appearsIn";"A Storm of Swords (Appears)"
"/index.php/Ardrian_Celtigar";"nameIs";"Ardrian Celtigar"
"/index.php/Areo_Hotah";"titlesIs";"/index.php/Sunspear"
"/index.php/Areo_Hotah";"titlesIs";"Captain of the Guard at Sunspear"
"/index.php/Areo_Hotah";"hasAllegianceWith";"/index.php/House_Martell"
"/index.php/Areo_Hotah";"hasAllegianceWith";"House Martell"
"/index.php/Areo_Hotah";"Culture";"/index.php/Norvos"
"/index.php/Areo_Hotah";"Culture";"Norvos"
"/index.php/Areo_Hotah";"bornIn";"/index.php/Norvos"
"/index.php/Areo_Hotah";"bornIn";"In 257AC or before, at Norvos"
"/index.php/Areo_Hotah";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Areo_Hotah";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Areo_Hotah";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Areo_Hotah";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Areo_Hotah";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Areo_Hotah";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Areo_Hotah";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Areo_Hotah";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Areo_Hotah";"appearsIn";"A Feast for Crows (POV)"
"/index.php/Areo_Hotah";"appearsIn";"A Dance with Dragons (POV)"
"/index.php/Areo_Hotah";"Played by";"DeObia Oparei"
"/index.php/Areo_Hotah";"appearsInSeason";"/index.php/Game_of_Thrones_-_Season_5"
"/index.php/Areo_Hotah";"appearsInSeason";"Season 5"
"/index.php/Areo_Hotah";"nameIs";"Areo Hotah"
"/index.php/Argilac";"hasAlias";"Argilac the Arrogant"
"/index.php/Argilac";"otherTitles";"Storm King"
"/index.php/Argilac";"diedIn";"/index.php/Last_Storm"
"/index.php/Argilac";"diedIn";"2BC, at Battle of the Last Storm"
"/index.php/Argilac";"belongsToRoyalHouse";"/index.php/House_Durrandon"
"/index.php/Argilac";"belongsToRoyalHouse";"House Durrandon"
"/index.php/Argilac";"hasIssue";"/index.php/Argella_Durrandon"
"/index.php/Argilac";"hasIssue";"/index.php/Orys_Baratheon"
"/index.php/Argilac";"hasIssue";"Princess Argella, married to Orys Baratheon"
"/index.php/Argilac";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Argilac";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Argilac";"nameIs";"Argilac Durrandon"
"/index.php/Argrave_the_Defiant";"titlesIs";"/index.php/Knight"
"/index.php/Argrave_the_Defiant";"titlesIs";"Ser"
"/index.php/Argrave_the_Defiant";"hasAllegianceWith";"/index.php/House_Butterwell"
"/index.php/Argrave_the_Defiant";"hasAllegianceWith";"House Butterwell"
"/index.php/Argrave_the_Defiant";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Argrave_the_Defiant";"appearsIn";"The Mystery Knight"
"/index.php/Argrave_the_Defiant";"nameIs";"Argrave the Defiant"
"/index.php/Arianne_Martell";"titlesIs";"/index.php/Dorne"
"/index.php/Arianne_Martell";"titlesIs";"Princess of Dorne"
"/index.php/Arianne_Martell";"hasAllegianceWith";"/index.php/House_Martell"
"/index.php/Arianne_Martell";"hasAllegianceWith";"House Martell"
"/index.php/Arianne_Martell";"Culture";"/index.php/Dornishmen"
"/index.php/Arianne_Martell";"Culture";"Dornishmen"
"/index.php/Arianne_Martell";"bornIn";"/index.php/Sunspear"
"/index.php/Arianne_Martell";"bornIn";"In 276AC, at Sunspear"
"/index.php/Arianne_Martell";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Arianne_Martell";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Arianne_Martell";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Arianne_Martell";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Arianne_Martell";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Arianne_Martell";"appearsIn";"/index.php/The_Winds_of_Winter"
"/index.php/Arianne_Martell";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Arianne_Martell";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Arianne_Martell";"appearsIn";"A Storm of Swords (Mentioned)"
"/index.php/Arianne_Martell";"appearsIn";"A Feast for Crows (POV)"
"/index.php/Arianne_Martell";"appearsIn";"A Dance with Dragons (Appears)"
"/index.php/Arianne_Martell";"appearsIn";"The Winds of Winter (POV)"
"/index.php/Arianne_Martell";"nameIs";"Arianne Martell"
"/index.php/Arianne_of_Tarth";"hasAllegianceWith";"/index.php/House_Tarth"
"/index.php/Arianne_of_Tarth";"hasAllegianceWith";"House Tarth"
"/index.php/Arianne_of_Tarth";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Arianne_of_Tarth";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Arianne_of_Tarth";"nameIs";"Arianne of Tarth"
"/index.php/Arlan_of_Pennytree";"titlesIs";"/index.php/Knight"
"/index.php/Arlan_of_Pennytree";"titlesIs";"Ser"
"/index.php/Arlan_of_Pennytree";"bornIn";"/index.php/Pennytree"
"/index.php/Arlan_of_Pennytree";"bornIn";"In or between 149AC and 153AC, at Pennytree"
"/index.php/Arlan_of_Pennytree";"diedIn";"/index.php/The_Reach"
"/index.php/Arlan_of_Pennytree";"diedIn";"In 209AC, at the Reach"
"/index.php/Arlan_of_Pennytree";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Arlan_of_Pennytree";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Arlan_of_Pennytree";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Arlan_of_Pennytree";"appearsIn";"The Hedge Knight (Mentioned)"
"/index.php/Arlan_of_Pennytree";"appearsIn";"The Sworn Sword (Mentioned)"
"/index.php/Arlan_of_Pennytree";"appearsIn";"The Mystery Knight (Mentioned)"
"/index.php/Arlan_of_Pennytree";"nameIs";"Arlan of Pennytree"
"/index.php/Armen";"hasAlias";"Armen the Acolyte"
"/index.php/Armen";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Armen";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Armen";"nameIs";"Armen"
"/index.php/Armond_Caswell";"titlesIs";"/index.php/Bitterbridge"
"/index.php/Armond_Caswell";"titlesIs";"Lord of Bitterbridge"
"/index.php/Armond_Caswell";"hasAllegianceWith";"/index.php/House_Caswell"
"/index.php/Armond_Caswell";"hasAllegianceWith";"House Caswell"
"/index.php/Armond_Caswell";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Armond_Caswell";"appearsIn";"The Mystery Knight (Mentioned)"
"/index.php/Armond_Caswell";"nameIs";"Armond Caswell"
"/index.php/Arneld";"titlesIs";"Ser"
"/index.php/Arneld";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Arneld";"appearsIn";"A Clash of Kings"
"/index.php/Arneld";"nameIs";"Arneld"
"/index.php/Arnell";"titlesIs";"/index.php/Knight"
"/index.php/Arnell";"titlesIs";"Ser"
"/index.php/Arnell";"hasAllegianceWith";"/index.php/Night%27s_Watch"
"/index.php/Arnell";"hasAllegianceWith";"Night's Watch"
"/index.php/Arnell";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Arnell";"appearsIn";"A Clash of Kings (Mentioned)"
"/index.php/Arnell";"nameIs";"Arnell"
"/index.php/Arnolf_Karstark";"hasAlias";"Lord Arnolf"
"/index.php/Arnolf_Karstark";"titlesIs";"/index.php/Karhold"
"/index.php/Arnolf_Karstark";"titlesIs";"Castellan of Karhold"
"/index.php/Arnolf_Karstark";"hasAllegianceWith";"/index.php/House_Karstark"
"/index.php/Arnolf_Karstark";"hasAllegianceWith";"House Karstark"
"/index.php/Arnolf_Karstark";"Culture";"/index.php/Northmen"
"/index.php/Arnolf_Karstark";"Culture";"Northmen"
"/index.php/Arnolf_Karstark";"bornIn";"/index.php/Karhold"
"/index.php/Arnolf_Karstark";"bornIn";"At Karhold"
"/index.php/Arnolf_Karstark";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Arnolf_Karstark";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Arnolf_Karstark";"appearsIn";"/index.php/The_Winds_of_Winter"
"/index.php/Arnolf_Karstark";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Arnolf_Karstark";"appearsIn";"A Dance with Dragons (Appears)"
"/index.php/Arnolf_Karstark";"appearsIn";"The Winds of Winter (Appears)"
"/index.php/Arnolf_Karstark";"nameIs";"Arnolf Karstark"
"/index.php/Aron_Santagar";"titlesIs";"/index.php/Knight"
"/index.php/Aron_Santagar";"titlesIs";"/index.php/Red_Keep"
"/index.php/Aron_Santagar";"titlesIs";"Ser"
"/index.php/Aron_Santagar";"titlesIs";"Master-at-arms of the Red Keep"
"/index.php/Aron_Santagar";"hasAllegianceWith";"/index.php/House_Santagar"
"/index.php/Aron_Santagar";"hasAllegianceWith";"House Santagar"
"/index.php/Aron_Santagar";"Culture";"/index.php/Dornish"
"/index.php/Aron_Santagar";"Culture";"Dornish"
"/index.php/Aron_Santagar";"diedIn";"/index.php/King%27s_Landing"
"/index.php/Aron_Santagar";"diedIn";"In 299AC, at King's Landing"
"/index.php/Aron_Santagar";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aron_Santagar";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aron_Santagar";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aron_Santagar";"appearsIn";"A Game of Thrones (Appears)"
"/index.php/Aron_Santagar";"appearsIn";"A Clash of Kings (Appears)"
"/index.php/Aron_Santagar";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Aron_Santagar";"nameIs";"Aron Santagar"
"/index.php/Arrec";"titlesIs";"/index.php/Storm_King"
"/index.php/Arrec";"titlesIs";"Storm King"
"/index.php/Arrec";"hasAllegianceWith";"/index.php/House_Durrandon"
"/index.php/Arrec";"hasAllegianceWith";"House Durrandon"
"/index.php/Arrec";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Arrec";"appearsIn";"A Game of Thrones (Mentioned)"
"/index.php/Arrec";"nameIs";"Arrec Durrandon"
"/index.php/Arron";"hasAllegianceWith";"/index.php/Night%27s_Watch"
"/index.php/Arron";"hasAllegianceWith";"Night's Watch"
"/index.php/Arron";"bornIn";"/index.php/Fair_Isle"
"/index.php/Arron";"bornIn";"At Fair Isle"
"/index.php/Arron";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Arron";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Arron";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Arron";"appearsIn";"A Storm of Swords (Appears)"
"/index.php/Arron";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Arron";"appearsIn";"A Dance with Dragons (Appears)"
"/index.php/Arron";"nameIs";"Arron"
"/index.php/Arron_Qorgyle";"titlesIs";"Ser"
"/index.php/Arron_Qorgyle";"hasAllegianceWith";"/index.php/House_Qorgyle"
"/index.php/Arron_Qorgyle";"hasAllegianceWith";"House Qorgyle"
"/index.php/Arron_Qorgyle";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Arron_Qorgyle";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Arron_Qorgyle";"appearsIn";"A Storm of Swords (Appears)"
"/index.php/Arron_Qorgyle";"appearsIn";"A Feast for Crows (Mentioned)"
"/index.php/Arron_Qorgyle";"nameIs";"Arron Qorgyle"
"/index.php/Artys_Arryn";"hasAlias";"the Winged Knight"
"/index.php/Artys_Arryn";"titlesIs";"/index.php/Knight"
"/index.php/Artys_Arryn";"titlesIs";"/index.php/King_of_Mountain_and_Vale"
"/index.php/Artys_Arryn";"titlesIs";"Ser and King of Mountain and Vale"
"/index.php/Artys_Arryn";"hasAllegianceWith";"/index.php/House_Arryn"
"/index.php/Artys_Arryn";"hasAllegianceWith";"House Arryn"
"/index.php/Artys_Arryn";"hasRace";"/index.php/Andals"
"/index.php/Artys_Arryn";"hasRace";"Andals"
"/index.php/Artys_Arryn";"bornIn";"/index.php/Andal_invasion"
"/index.php/Artys_Arryn";"bornIn";"In a time before the Andal invasion"
"/index.php/Artys_Arryn";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Artys_Arryn";"appearsIn";"A Feast for Crows"
"/index.php/Artys_Arryn";"nameIs";"Artys Arryn"
"/index.php/Arryk_(Guard)";"hasAlias";"Left or Right"
"/index.php/Arryk_(Guard)";"hasAllegianceWith";"/index.php/House_Tyrell"
